"User Name","Avatar","Country","Room Info","Stay Date","Traveller Type","Review Title","Rating","Happy Review","Unhappy Review","Review Date","Scraped At"
"Angela","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

March 2024


","




Group

","
Good value and great location
"," 7.0 ","Check in was fast and good, staff gave all info we needed. room was clean and comfortable. beds very comfortable. morning call was offered. breakfast has plenty of options.","no shuttle to the terminal if the weather is bad, works affected the pathway to the hotel","
Reviewed: 4 April 2024
","2024-05-01T11:23:31.252Z"
"Indigo_01","https://cf.bstatic.com/static/img/review/avatars/ava-i/12a07b30d7fe835ea09b653635e151032bbf547a.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

April 2024


","




Solo traveller

","
Very good
"," 8.0 ","Stylish, friendly and convenient.","Can be a bit noisy still at night due to location.","
Reviewed: 4 April 2024
","2024-05-01T11:23:31.252Z"
"Hunter","https://lh3.googleusercontent.com/a/AATXAJyNsIiyrCX04UPWK4yrr1pR-1DwUjTzKxSliVaV=s96-c","
                                    
                                South Africa","






Queen Room


","




1 night · 

April 2024


","




Family

","
Superb
"," 9.0 ","Ideal location
Friendly and professional staff
Would recommend","","
Reviewed: 3 April 2024
","2024-05-01T11:23:31.252Z"
"Chris","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

April 2024


","




Couple

","
Best airport hotel ever 😊
"," 9.0 ","Great location, smart clean rooms and amazing staff!","All good 👍","
Reviewed: 2 April 2024
","2024-05-01T11:23:31.252Z"
"Lorna","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
an ideal location when travelling from Bristol airport
"," 9.0 ","Nice welcome near midnight and a barman still able to let us buy a whisky... After a long day's travelling.  A clean and comfortable room with air con/heating that was responsive. Satisfactory breakfast","There wasn't anything","
Reviewed: 2 April 2024
","2024-05-01T11:23:31.252Z"
"Chris","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

March 2024


","




Family

","
Very good
"," 8.0 ","Closeness to the airport","Finding out that the parking at the hotel was £45 for a night when I was already booked in to the next door multi storey for the following day. I could have just added an extra day to the parking in the multi storey.","
Reviewed: 2 April 2024
","2024-05-01T11:23:31.252Z"
"Gareth","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

March 2024


","




Family

","
Convenient but facilities poor
"," 7.0 ","Location and convenience to terminal","The bar options and restaurant menu
Seating quality in bar/restaurant","
Reviewed: 2 April 2024
","2024-05-01T11:23:31.252Z"
"Pauline","https://graph.facebook.com/v2.9/10154841058648212/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
Superb
"," 9.0 ","Rooms good & breakfast good","The performance to pay to get a drink at the bar.
Seemed crazy bar staff couldn't take  payment and had to go to reception to set a tab up.  
Price for it was a bit steep as well.","
Reviewed: 1 April 2024
","2024-05-01T11:23:39.968Z"
"Barbara","https://cf.bstatic.com/static/img/review/avatars/ava-b/8103dfb0481c4cedc201d849f5666a270512f538.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

March 2024


","




Solo traveller

","
Great location but painfully expensive for the time I was there.
"," 7.0 ","Brand new hotel, nice room, 3 minute walk to airport so perfectly located.","The price!!!! You really do have to pay through the nose for the convenience of being right by the airport. But it's not like anyone will be staying for anything other than hours. It would be good if they had a different ptrice structure so that you could rent the room for 12 hours .","
Reviewed: 31 March 2024
","2024-05-01T11:23:39.968Z"
"Amber","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Connecting Room - Mobility Accessible


","




1 night · 

March 2024


","




Family

","
Friendly staff, clean spacious rooms, clarity on suites needed
"," 8.0 ","We loved the checking in experience - Cameron was exceptionally friendly and helpful. The rooms were spacious, clean and as expected (we booked adjoining interconnected rooms as a family suite).","The only issue was the inability to specify that we wanted one room as a,twin instead of a double. We had hoped to put the children in a twin room but instead had to do one parent one child per double bed, which didn't result in great sleep for anyone.","
Reviewed: 30 March 2024
","2024-05-01T11:23:39.968Z"
"Lauren","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

March 2024


","




Family

","
Perfect for before an early flight
"," 9.0 ","Cameron who checked us in was professional and polite, had a lovely friendly manner as he chatted to my family. Breakfast had a good selection","All okay","
Reviewed: 30 March 2024
","2024-05-01T11:23:39.968Z"
"Janet","https://graph.facebook.com/v2.9/635334986865787/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
Easily accessible to the airport, clean and tidy hotel
"," 8.0 ","The flight was to early to have breakfast","A bit costly","
Reviewed: 30 March 2024
","2024-05-01T11:23:39.968Z"
"Barbara","https://lh3.googleusercontent.com/-WcVYT9xgAbU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm4ekeoAHlxtG2mF9ElYZvKT95e9Q/s96-c/photo.jpg","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
Couldn't be better under the circumstances of our travel.
"," 9.0 ","Friendly and helpful staff. Easy checking in even though we arrived late. Decent breakfast & comfortable room to fall into when arriving exhausted. Thank you.","The common seating area could have been better cleaned.","
Reviewed: 30 March 2024
","2024-05-01T11:23:39.968Z"
"Brian","https://lh6.googleusercontent.com/-tRGoihASAo8/AAAAAAAAAAI/AAAAAAAABlc/ULW_m-ou_nQ/photo.jpg?sz=50","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
Short but sweet.
"," 9.0 ","The first time we stayed at this location, very convenient as our arrival was late. We were impressed. The room was very loved the bed and shower. The breakfast was nice.","No decaffeinated coffee in the room.","
Reviewed: 29 March 2024
","2024-05-01T11:23:39.968Z"
"Brownj13","https://cf.bstatic.com/static/img/review/avatars/ava-b/8103dfb0481c4cedc201d849f5666a270512f538.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

March 2024


","




Couple

","
Comfortable, clean and friendly
"," 9.0 ","friendly and very central","No issues","
Reviewed: 29 March 2024
","2024-05-01T11:23:39.968Z"
"Lyn","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
handy for the airport
"," 8.0 ","so handy for the airport - we dragged off a late flight into the hotel in minutes to catch up with our sleep. The nightime staff on reception were lovely.","we weren't sure whether we could eat late so bought sandwiches in the airport before coming over. breakfast is served until 10 - a little later would be helpful given the comings and goings of people using this type of hotel (& the price)","
Reviewed: 29 March 2024
","2024-05-01T11:23:39.968Z"
"Carl","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Family

","
Very good
"," 8.0 ","So close to airport room and food was great","","
Reviewed: 29 March 2024
","2024-05-01T11:23:39.968Z"
"Gary","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

March 2024


","




Group

","
Excellent location the hotel cleanliness was excellent
"," 9.0 ","Location, cleanliness, the room, and food was great. 
I would certainly use this hotel again.","Nothing","
Reviewed: 29 March 2024
","2024-05-01T11:23:49.811Z"
"Christopher","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Couple

","
Ideal for our purposes would be happy to stay there again if flying from Bristol Airport.
"," 9.0 ","Very friendly and helpful staff, great breakfast selection even very early in the morning. The room was clean and had everything we needed for our short stay. Proximity to Bristol airport was ideal.","Being unable to pay cash for drinks and food.","
Reviewed: 29 March 2024
","2024-05-01T11:23:49.811Z"
"Stephanie","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

March 2024


","




Family

","
Ideal for airport
"," 9.0 ","Location excellent. Always clean and comfortable. Lovely  quality toiletries and spacious shower with shower head not fixed which is great for washing hair without drowning.  Varied buffet breakfast.  Dinner available in the evening fortunately as nothing else around and fair price at around £15 for a main. Nice wine stocked too 😂","One odd thing. The bathroom sink is set quite far back in its surround. Have to lean quite far in which is a bit uncomfortable.  Be nice to have a magnifying mirror if possible one day.","
Reviewed: 28 March 2024
","2024-05-01T11:23:49.811Z"
